RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,69,255,34,58,0.227,12,1,13,36,111,33,94,0,0.323,0.435,0.758,1.7
2,Patrick WisdomCHC,3B,65,229,35,52,0.227,14,0,14,36,108,27,90,2,0.315,0.472,0.787,0.8
3,Kyle SchwarberPHI,LF,68,248,49,53,0.214,11,0,19,39,121,46,87,3,0.34,0.488,0.828,1.4
4,Trevor StoryBOS,2B,63,242,38,54,0.223,15,0,11,48,102,26,85,9,0.303,0.421,0.724,1.7
5,Adam DuvallATL,CF,68,235,32,48,0.204,10,1,8,27,84,21,84,0,0.273,0.357,0.631,-0.3
5,Chris TaylorLAD,DH,63,218,27,56,0.257,18,3,6,26,98,25,84,4,0.336,0.45,0.786,0.7
5,Austin RileyATL,3B,69,271,39,69,0.255,14,1,18,41,139,21,84,2,0.323,0.513,0.836,1.9
8,Julio RodriguezSEA,CF,69,261,34,72,0.276,14,1,9,33,115,20,83,19,0.337,0.441,0.777,2.3
9,Brandon MarshLAA,CF,64,211,25,50,0.237,7,0,6,30,75,16,79,4,0.293,0.355,0.649,1.2
10,C.J. CronCOL,1B,69,270,44,81,0.3,15,2,17,52,151,17,78,0,0.347,0.559,0.906,2.2
11,Joey GalloNYY,LF,58,172,24,31,0.18,4,0,9,18,62,28,77,1,0.295,0.36,0.655,0.4
11,Dansby SwansonATL,SS,70,258,44,76,0.295,14,1,10,38,122,25,77,11,0.36,0.473,0.833,2.7
13,Jorge SolerMIA,RF,62,235,31,52,0.221,13,0,13,31,104,29,76,0,0.315,0.443,0.757,0.9
13,Adolis GarciaTEX,RF,66,261,42,66,0.253,12,3,13,45,123,14,76,11,0.293,0.471,0.764,2.1
13,Jared WalshLAA,1B,68,249,31,66,0.265,12,2,13,40,121,14,76,1,0.312,0.486,0.798,1.1
16,Mike TroutLAA,CF,63,225,49,64,0.284,15,1,21,43,144,33,75,0,0.385,0.64,1.025,3.9
16,Ryan McMahonCOL,2B,67,237,29,58,0.245,13,2,6,36,93,32,75,0,0.341,0.392,0.733,1.4
16,Cody BellingerLAD,CF,62,231,28,47,0.203,13,2,8,24,88,20,75,8,0.27,0.381,0.651,1.1
16,Rhys HoskinsPHI,1B,69,259,37,65,0.251,13,2,13,37,121,33,75,0,0.339,0.467,0.806,1.5
16,Bo BichetteTOR,SS,68,288,39,75,0.26,15,0,11,38,123,19,75,5,0.306,0.427,0.733,1.3
21,Jorge MateoBAL,SS,63,213,19,42,0.197,9,2,4,16,67,9,74,17,0.237,0.315,0.551,1.3
21,Luke VoitSD,DH,52,195,27,46,0.236,12,0,9,32,85,26,74,1,0.326,0.436,0.762,0.9
23,Christian YelichMIL,LF,68,260,43,62,0.238,10,2,7,24,97,31,73,10,0.322,0.373,0.695,1
